A,B,C,D
0.7464352645424023,0.09026240717792763,0.08170871378546316,0.08159361449420678
0.10698593350804567,0.10735253277721322,0.7022262961941216,0.08343523752061947
0.0856746000470855,0.1477025503194377,0.6475750551571873,0.11904779447628963
0.6160146394316484,0.12918016982144628,0.09605825670170186,0.1587469340452035
0.6552027367891327,0.1689839881665132,0.11097531007657713,0.0648379649677771
0.6756368717983257,0.13937780573807088,0.0834753437757815,0.10150997868782193
0.07932959611468737,0.07006705370533411,0.13749843862909225,0.7131049115508862
0.5038847851849535,0.16828902770344098,0.18104523874388354,0.14678094836772193
0.08300962942210707,0.08954768413694489,0.11132429591738846,0.7161183905235595
0.6535058425703656,0.12948196096535874,0.09440963186129865,0.12260256460297694
0.6224300878500334,0.1481674953695354,0.16309921812239628,0.06630319865803508
0.07788147505298451,0.07123888200097037,0.07653627828313884,0.7743433646629062
0.08262190068634032,0.07974746739765667,0.7284988747494574,0.10913175716654568
0.11073360099064464,0.6228748733720672,0.11664818542285249,0.1497433402144357
0.12033392414343583,0.6619497956663241,0.13685059740058794,0.08086568278965214
0.08420015925244152,0.09602130159931438,0.6280748172202558,0.19170372192798835
0.11406132520623229,0.1071991863861425,0.10978662677821144,0.6689528616294136
0.08436178404144168,0.07725297253103688,0.12075926273265504,0.7176259806948664
0.10471720332237122,0.19482435988216615,0.18159752506584725,0.5188609117296155
0.10804709161241137,0.7162619920424441,0.08615173579839133,0.08953918054675333
0.07186485332997515,0.6989143955541288,0.1764067992671432,0.05281395184875278
0.7444043406866176,0.08004106830388075,0.07252654125521174,0.10302804975428993
0.07610257186494675,0.07697467528933627,0.7295717537966632,0.11735099904905386
0.6908354188786371,0.08516564004838671,0.09466340632759367,0.12933553474538256
0.14854635282146159,0.7056385239121479,0.08595633607124252,0.05985878719514788
0.10893904560561485,0.08668303545619417,0.07394981218676715,0.7304281067514238
0.07694591247250786,0.07794403100745786,0.061902044969478126,0.7832080115505561
0.09090523820204434,0.12067974981986554,0.7044702366087124,0.08394477536937778
0.09272710296579631,0.6291978011377019,0.1755482266330432,0.10252686926345868
0.0799884221962005,0.082218348690801,0.10873606653047577,0.7290571625825228
0.1314688160196959,0.5959240508143442,0.19687833578435585,0.07572879738160397
0.087183184171041,0.6536044035318179,0.12319074631531388,0.13602166598182716
0.0868820236483243,0.4771183679738372,0.35638011747227544,0.07961949090556296
0.06575605417492261,0.07059559344709178,0.08042489483100182,0.7832234575469837
0.7398896698653286,0.1054170952968895,0.08202408185453262,0.07266915298324912
0.10573272438396854,0.6962622544555229,0.1105702919315053,0.08743472922900328
0.12002600483823861,0.42623349348022405,0.3627873863785308,0.0909531153030065
0.7725494807907454,0.0626787081411951,0.06813559612855939,0.09663621493950028
0.08592842549671097,0.07111388911761386,0.10101923242396181,0.7419384529617135
0.07370043224853824,0.06779790562268477,0.06984438483118184,0.788657277297595
0.7318360114099356,0.07248647459165694,0.054161296941816636,0.14151621705659076
0.6324010443921728,0.10776059388073272,0.07752633111326922,0.18231203061382523
0.11346903380607555,0.6289459240763382,0.1052191842604939,0.15236585785709245
0.11529172607026597,0.7367884779394459,0.06183330115708998,0.08608649483319818
0.11085720556187116,0.09760764596980259,0.11430771608329632,0.6772274323850298
0.0989664503247909,0.7064564354855778,0.0900985740691944,0.10447854012043702
0.6305904578223361,0.10513104700470793,0.08453402926159251,0.17974446591136342
0.7086569947248794,0.13523026324972248,0.07542464769799458,0.08068809432740344
0.0834499261677484,0.6279400256981373,0.12572785644807333,0.16288219168604087
0.7536582240145819,0.13576570523376066,0.06763735368935422,0.04293871706230321
0.12074788568307089,0.11868787191371581,0.09321856013158217,0.6673456822716313
0.09636150760122007,0.666488016724922,0.13271591043585568,0.10443456523800247
0.13337252825691331,0.44741340742834834,0.323855784756099,0.09535827955863944
0.7768651470447566,0.07879600764105586,0.08533885804441801,0.05899998726976949
0.06612139405073507,0.12073772763952038,0.6959132583848605,0.11722761992488422
0.7711283372626409,0.10258634579818335,0.06318534575089498,0.06309997118828084
0.17833719079551488,0.6357297985959075,0.09789540808545258,0.08803760252312505
0.11140078546189616,0.6437516191987988,0.17481164290108375,0.07003595243822126
0.09585772583944392,0.6414875876110139,0.09903479325184088,0.16361989329770127
0.07714429503948951,0.07345423693763561,0.11396597651247739,0.7354354915103976
0.12251842201501636,0.08464295942043853,0.7169617310857775,0.07587688747876756
0.12521256251365157,0.10306920820547967,0.6660926328729861,0.10562559640788263
0.1185441832761613,0.6256129791857588,0.10905784483136167,0.1467849927067181
0.08885050504715887,0.7236640444885902,0.10000433425590731,0.0874811162083436
0.07708933354482109,0.10625826780086249,0.5240314500421118,0.2926209486122046
0.5302693705175727,0.09752843934012136,0.13098448993248002,0.24121770020982594
0.7341518020695326,0.07935027898082037,0.09154108476403865,0.09495683418560841
0.7704466347238277,0.05819183341217325,0.06113015065396253,0.11023138121003662
0.06485402728936893,0.6461881260803946,0.08730208025986749,0.20165576637036903
0.0786755069470287,0.07000130081142167,0.07409459493082401,0.7772285973107256
0.11406132520623229,0.1071991863861425,0.10978662677821144,0.6689528616294136
0.1059612715606408,0.6344530186058442,0.0871219235358877,0.17246378629762718
0.09139734128010416,0.09511577046941841,0.12895148063301054,0.6845354076174669
0.06688815180949624,0.6956848797796209,0.14519867512949108,0.0922282932813918
0.07358850669486423,0.09528078635954731,0.11357714553140642,0.717553561414182
0.10905751844014668,0.07969248725063426,0.7393247782044606,0.07192521610475859
0.10701326018216535,0.5440986414327746,0.2606222097948786,0.0882658885901814
0.6303120357820341,0.1008025084843978,0.06771815027981314,0.201167305453755
0.7481298868479543,0.07718566939927098,0.09448452820052348,0.08019991555225128
0.13185719817958202,0.6412391882975598,0.10410116570644276,0.12280244781641533
0.694668377967766,0.15538244330917883,0.0898038311344767,0.060145347588578396
0.12678099126349712,0.3671660522514585,0.37575859763869324,0.13029435884635113
0.06935440955817192,0.0808013853357008,0.13433877264372082,0.7155054324624064
0.07960974891075093,0.09467907170024448,0.6922058498453801,0.13350532954362448
0.07889343621956875,0.67399653642289,0.14421189826385264,0.10289812909368863
0.10408659750616449,0.47408205917861596,0.3713001931719797,0.05053115014323972
0.10739574892755616,0.6877124899121599,0.08751360318678743,0.11737815797349654
0.08610204947329053,0.09115894346867641,0.10788748550955712,0.7148515215484759
0.07921538726285986,0.7033473669768795,0.09379068547092824,0.12364656028933231
0.10034231352554923,0.0862190532461362,0.06246890516885625,0.7509697280594584
0.2723098414931391,0.5222286484419093,0.12057918211651253,0.08488232794843913
0.05600060532483241,0.661770389164024,0.2146286533017494,0.0676003522093942
0.15198921919628297,0.13276856911108986,0.0977985988346976,0.6174436128579295
0.6440339412812096,0.13708949726542513,0.11019471947721303,0.10868184197615222
0.08425090923040592,0.13391330642487972,0.6676411131291116,0.1141946712156027
0.7240720273186417,0.10882882401473559,0.10891751703019956,0.05818163163642317
0.07335905452580509,0.06831585114261653,0.07086358218472727,0.7874615121468511
0.7421565225734512,0.11957161500093923,0.09605472314542432,0.04221713928018534
0.11711847351531662,0.28553669180843994,0.371414432510416,0.22593040216582744
0.08945824182976149,0.747150923107271,0.06317418474867169,0.10021665031429583
0.36797889872514916,0.16180961804861058,0.14511311891409048,0.3250983643121499
0.10078278750148721,0.08911359171678478,0.07794589638117103,0.7321577244005569
0.16555958509410265,0.12037338477552575,0.6472371496267131,0.06682988050365848
0.7353420081349076,0.1258860676318284,0.07345675300533819,0.06531517122792568
0.43296110062117893,0.12925550812172978,0.18694989388857508,0.2508334973685162
0.08213830418879008,0.07776785122018513,0.0660709961789042,0.7740228484121205
0.0807916847839666,0.7289889652063885,0.11325849374945844,0.07696085626018628
0.07228043623276764,0.16085318608486787,0.6796934051665883,0.08717297251577609
0.13668336548467783,0.44242195624476177,0.31686410826243244,0.10403057000812796
0.07760090269773547,0.7168358964481837,0.09648474508385974,0.10907845577022109
0.06990810452388165,0.7460379184182069,0.08700752019051153,0.09704645686739999
0.6392888434846458,0.09599982975801018,0.10607612467661764,0.15863520208072643
0.08853562516008036,0.5221960971298886,0.3135584350792613,0.07570984263076994
0.08731120361872367,0.07242540897945918,0.10097483126920155,0.7392885561326155
0.08731120361872367,0.07242540897945918,0.10097483126920155,0.7392885561326155
0.08598174824223366,0.6710519042147484,0.14838199849212402,0.0945843490508939
0.0665230151717605,0.6503459277061712,0.07842371106004542,0.2047073460620229
0.0762029954336265,0.07656399099654378,0.09259668146334209,0.7546363321064876
0.07680424586220659,0.06846800761786025,0.14414674804882377,0.7105809984711094
0.07789547814187575,0.06317742768510516,0.08954703341010664,0.7693800607629124
0.07562179645897302,0.13911539952229995,0.668766677806849,0.11649612621187817
0.09076803018805268,0.679887791600605,0.10214286867170005,0.12720130953964232
0.6377572731127717,0.08901552196490148,0.09524152871217732,0.17798567621014932
0.11977635517448568,0.6662643482837346,0.11152826711599685,0.10243102942578282
0.06639257219290241,0.6814511831633672,0.15336399035748724,0.0987922542862431
0.10670161550812608,0.1088940760150667,0.07004263320172646,0.7143616752750809
0.7659771424221539,0.06036997218437622,0.06973588135409266,0.1039170040393773
0.12518570440554655,0.6521970588047427,0.10209250547179768,0.12052473131791305
0.07708933354482109,0.10625826780086249,0.5240314500421118,0.2926209486122046
0.09894614006627306,0.29988092895572555,0.508745767866353,0.0924271631116486
0.11900257781904733,0.7599322073725565,0.06461850282887602,0.05644671197952013
0.09571628741576114,0.7541656597622789,0.07483196452619657,0.07528608829576341
0.09847717327259493,0.34369703105248556,0.4531110161385672,0.10471477953635254
0.1457933331765086,0.6938230384058891,0.07531672617715778,0.08506690224044453
0.08571704806011655,0.1892867001732197,0.06671213226267741,0.6582841195039864
0.0975873226530299,0.31343365548204455,0.4886931149990229,0.1002859068659025
0.7324512721776406,0.06845298209938538,0.12201013164673388,0.07708561407624015
0.07849939950760335,0.2812564718386965,0.5253951095105894,0.11484901914311063
0.10759097532535646,0.3882937539220951,0.3817744531409301,0.12234081761161845
0.07892389340061183,0.08326526974253655,0.09464487491515455,0.743165961941697
0.18416574836445784,0.1279662952902587,0.5862574180437138,0.10161053830156949
0.13353683270290997,0.6811570523689491,0.08391841523749503,0.10138769969064605
0.41894433643338236,0.11449249112750548,0.16304048841331495,0.30352268402579724
0.08403643606048412,0.12109400928241365,0.04651610805998871,0.7483534465971136
0.16368690989723916,0.2164087151944468,0.4865847274236094,0.13331964748470473
0.6280713430701461,0.06923802407490688,0.09706165234518373,0.20562898050976322
0.09170327774068723,0.6811633925027051,0.08082599238927948,0.14630733736732832
0.06097523597770854,0.054522557496743736,0.1035823891989822,0.7809198173265656
0.11131616520985743,0.0905420769054313,0.29695877473945714,0.5011829831452542
0.08576006200717672,0.08555824225756481,0.6851506305473569,0.14353106518790165
0.13765751188841008,0.6658155277356022,0.10935867210240133,0.08716828827358664
0.1013994983183613,0.11409977456364005,0.6630106226599759,0.1214901044580226
0.10791876013939819,0.0922399833268295,0.08594010169291486,0.7139011548408574
0.09296256985544564,0.0775467106160027,0.11020631643069753,0.7192844030978541
0.0990043794871419,0.45657688413288217,0.3935852353539681,0.05083350102600774
0.10362320429159111,0.07709433764988688,0.712530532431857,0.10675192562666494
0.0746050288659828,0.09626487897719609,0.6809096388100135,0.14822045334680747
0.13287020242761133,0.6321790207247036,0.0753733546868603,0.15957742216082485
0.09359315212406401,0.11031551006650533,0.6656067205228556,0.13048461728657512
0.70012707602891,0.13840297123223555,0.09234512386015041,0.06912482887870397
0.07969834177923403,0.0817940511028509,0.07198025420307348,0.7665273529148415
0.09018278957540511,0.07460873264303396,0.06646471536519358,0.7687437624163673
0.06265400415648671,0.1535865236463746,0.6642389807980473,0.11952049139909153
0.09442409374814227,0.11191166111909817,0.6820788454572526,0.1115853996755069
0.32142452593074,0.11919433016170189,0.32570957577318127,0.23367156813437684
0.056358867789724425,0.05109928568618419,0.11692143862559039,0.775620407898501
0.26673230064190734,0.0923394334349119,0.10975343819912348,0.5311748277240573
0.6961623745143565,0.13138868242921722,0.12460119243547806,0.04784775062094824
0.10292992285256769,0.10789025234291179,0.6529426332448482,0.13623719155967232
0.15115711920278407,0.3701169463538958,0.39379767609206706,0.08492825835125312
0.7312286870844873,0.12062442192452946,0.08432049892925246,0.0638263920617309
0.061257592542125705,0.7373188676359165,0.10571992008693819,0.09570361973501947
0.11203771472573462,0.16684375219097247,0.6326720985883298,0.08844643449496326
0.1549235332977199,0.11172057484244177,0.5881718150840501,0.14518407677578826
0.538912278718912,0.10453089460478712,0.11781803168473243,0.23873879499156836
0.08487433402121139,0.10720965873249666,0.10084292814259872,0.7070730791036931
0.13337252825691331,0.44741340742834834,0.323855784756099,0.09535827955863944
0.10228007431685268,0.3696829526150565,0.40512620519175085,0.12291076787633999
0.6362849025640374,0.16060086974771068,0.13365185312068464,0.0694623745675672
0.09142799181040334,0.07997090905843118,0.11794542173637412,0.7106556773947913
0.09245762274254747,0.11107569952558925,0.6684505747620266,0.12801610296983665
0.0871211859062714,0.11251611266421202,0.6845983331958867,0.1157643682336297
0.09612350064477342,0.11078167058764166,0.18855960174442932,0.6045352270231555
0.10519644422272537,0.6593582267236939,0.11074747872063781,0.12469785033294305
0.08315549920472276,0.677987408736812,0.1286133202347908,0.11024377182367459
0.17799970362948903,0.5886678937124538,0.08474766713850766,0.14858473551954937
0.6880976274636386,0.1467308611001867,0.1046086990196941,0.060562812416480497
0.15115711920278407,0.3701169463538958,0.39379767609206706,0.08492825835125312
0.683849226941312,0.081144141331964,0.0718630662313588,0.16314356549536535
0.7098779917641811,0.09052224169298857,0.12252211655371782,0.07707764998911255
0.0897336924485156,0.6886428995176599,0.13684591536644736,0.08477749266737716
0.08617813969282004,0.12526906308365196,0.07434359821880063,0.7142091990047275
0.12575540365512558,0.6349058924145071,0.11195964204651242,0.12737906188385476
0.7431138312212955,0.16552380439749317,0.05771602448303823,0.033646339898173165
0.08161005989694294,0.07470774399513094,0.0817703988337246,0.7619117972742016
0.08285557029209674,0.6577522503933535,0.17662730568586757,0.08276487362868216
0.6502823469913783,0.11074830943760912,0.18277020935425786,0.0561991342167548
0.11777367025462948,0.641169349254743,0.12000779898043704,0.12104918151019038
0.08337287447412116,0.09495701450709561,0.6948800214485942,0.12679008957018897
0.07526998856818937,0.22839132337564716,0.6498665878781648,0.04647210017799872
0.6406215429765759,0.0927249438245854,0.08569743096775255,0.18095608223108622
0.0703403956953165,0.7272520593310005,0.1456473209585913,0.05676022401509183
0.06958195154321165,0.09443093722787861,0.6961175856003636,0.13986952562854613
0.056446825404712055,0.7550886974189983,0.09440439662924928,0.0940600805470403
0.0847723713752925,0.07145038295190843,0.0926908475430348,0.7510863981297643
0.7241671429995716,0.10876031027664401,0.0812256064564835,0.0858469402673009
0.10728123180925346,0.6617131456781787,0.13947118424672192,0.0915344382658459
0.7870227133458099,0.09718039308630472,0.05757976201901544,0.058217131548869906
0.08214506096494852,0.15641377340833298,0.6633267895475786,0.09811437607913982
0.0956616805892079,0.09124884337283637,0.09564277534307221,0.7174467006948835
0.26709704307775123,0.08482829438263885,0.09770611742392772,0.5503685451156822
0.7082832269710138,0.13357604697669312,0.11333525555817899,0.04480547049411412
0.0887704111744041,0.10079362793884686,0.6784546808592937,0.13198128002745538
0.08211322955152682,0.09813722818190958,0.14475214660324182,0.6749973956633216
0.10398851554088964,0.09327788673697898,0.10683005754213526,0.6959035401799961
0.09228543709990798,0.733097492259018,0.08830012840941691,0.08631694223165698
0.6423013283110436,0.056227944305715316,0.2233262114471239,0.07814451593611722
0.11137033551283138,0.10075903829427617,0.13929005498065533,0.648580571212237
0.11482462616299753,0.09358649541279793,0.08779012669386517,0.7037987517303393
0.7625836599008032,0.07963746616647532,0.10157761097731395,0.05620126295540762
0.11220592091742625,0.14232157573542972,0.07955748934673523,0.6659150140004088
0.1495037469308952,0.6758259315226696,0.06572957959572777,0.1089407419507074
0.37571557040747317,0.11962593143160405,0.1643668465042344,0.3402916516566884
0.08636518784546031,0.7248995367608378,0.11505268967148682,0.07368258572221499
0.0917559507939361,0.13544189600487716,0.07482765641550972,0.697974496785677
0.7150438410617164,0.09694294996477786,0.09518915368209575,0.09282405529141013
0.6267932948316182,0.15574705960955143,0.12639739443765025,0.09106225112118
0.6971781692513067,0.08068516009191479,0.09600802862606164,0.12612864203071675
0.7314385262575808,0.06849213354725323,0.09497381376715515,0.10509552642801098
0.07330258663724258,0.14720660504314126,0.6782771441948815,0.1012136641247347
0.07247076079966719,0.11813939822587267,0.7408270790236235,0.06856276195083671
0.39394459340249477,0.11371720287636107,0.1437374414075251,0.34860076231361925
0.2003204229601077,0.45413372490951154,0.28177822817228565,0.06376762395809518
0.6632712944778947,0.10397785227957312,0.10668171235703101,0.12606914088550122
0.049466494060804236,0.6532021005719787,0.22408760725632107,0.07324379811089589
0.10138770242307495,0.11408665591725153,0.6630582710099286,0.12146737064974501
0.07627756763579063,0.07651941015710226,0.06110539423122225,0.7860976279758848
0.6529407715482707,0.1317842749530881,0.1560788849505948,0.059196068548046404
0.08464870693134648,0.7579983593905347,0.08311208119490786,0.07424085248321076
0.06977277605833623,0.1057143736997714,0.7305216561512581,0.09399119409063432
0.12942687824418742,0.12619919912113622,0.6385397081726446,0.10583421446203155
0.10165373104636159,0.6427517837599814,0.17823153398808989,0.077362951205567
0.7170243504521175,0.11962668021088897,0.049420985402310484,0.11392798393468308
0.20711002240000934,0.6531269525077366,0.06675811709440994,0.0730049079978441
0.08744701445103255,0.08523118646532081,0.10102859528171766,0.726293203801929
0.10812363209851597,0.7175266291956676,0.07665010412724696,0.09769963457856946
0.0866811686045154,0.7231838108343627,0.08903618622343659,0.10109883433768521
0.09196879629900853,0.08745327778106864,0.6671322631976165,0.1534456627223062
0.10872103749294182,0.728222908112029,0.07200612483665401,0.09104992955837508
0.701265594894403,0.09955400126322121,0.10668423917781157,0.09249616466456428
0.07446556104151744,0.09238393179740628,0.12532243790600758,0.7078280692550687
0.6558587595828145,0.1344812235409461,0.08487529813382293,0.12478471874241648
0.09377906919941269,0.07473408759434068,0.1070574073511525,0.7244294358550941
0.07116888880981169,0.12757648988819364,0.680928127972284,0.1203264933297107
0.6718490888789977,0.13308525252499462,0.12636314281285002,0.06870251578315767
0.7050370841649807,0.10396074005190153,0.09643069949781331,0.09457147628530432
0.0832738224901958,0.12257818573792927,0.07821541518284476,0.7159325765890303
0.09358203046365889,0.11030267819564828,0.6656546518539767,0.130460639486716
0.08007468050706709,0.08010208923627442,0.09611160550165786,0.7437116247550007
0.07195859011772357,0.6755226698892043,0.13741357751201788,0.1151051624810543
0.08768773130191247,0.07972345555450272,0.6701519661786354,0.1624368469649496
0.14430464572834276,0.35222183000296237,0.4179722020206539,0.08550132224804108
0.6370126817189491,0.11003394840334059,0.12090514509596201,0.13204822478174844
0.7146017533681639,0.10383533206159115,0.062235171301709594,0.11932774326853536
0.6607943727296292,0.11124830507949808,0.14389116673356472,0.08406615545730806
